city,state_id,state_name,latitude,longitude,population,population_proper,density
Eastsound,WA,Washington,48.6968,-122.9055,,,386.6
Central Park,WA,Washington,46.9705,-123.7018,,,420.5
Bremerton,WA,Washington,47.5436,-122.7121,214549,40675,552
Friday Harbor,WA,Washington,48.5324,-123.0656,2338,2338,425
Carnation,WA,Washington,47.6443,-121.9041,1995,1995,665
Lake Shore,WA,Washington,45.6911,-122.6912,,,2221.8
Houghton,WA,Washington,47.6609,-122.206,,,2649
Lake Cavanaugh,WA,Washington,48.3225,-122.0121,,,73.3
Lake Stevens,WA,Washington,48.0028,-122.0964,31679,31679,1378
Mineral,WA,Washington,46.7193,-122.1859,,,160
Lake Stickney,WA,Washington,47.8709,-122.2596,,,1569.6
Acme,WA,Washington,48.7146,-122.2293,,,82.2
Oyehut,WA,Washington,47.0233,-124.1632,,,108.8
Mossyrock,WA,Washington,46.5305,-122.4887,763,763,431
Bridgeport,WA,Washington,48.0062,-119.6732,2509,2509,924
Fobes Hill,WA,Washington,47.9392,-122.1341,,,235.5
Rosario,WA,Washington,48.6487,-122.876,,,189.8
Brewster,WA,Washington,48.1034,-119.7758,2341,2341,762
Fox Island,WA,Washington,47.2475,-122.6255,,,241.2
Canyon Park,WA,Washington,47.7909,-122.1926,,,1282.8
Rock Island,WA,Washington,47.3738,-120.1369,932,932,581
High Rock,WA,Washington,47.8129,-121.9826,,,59.2
Rockford,WA,Washington,47.4512,-117.1309,468,468,265
Erlands Point,WA,Washington,47.5998,-122.6929,,,1097.5
Montesano,WA,Washington,47.0108,-123.5868,8385,3912,142
Gorst,WA,Washington,47.5238,-122.7056,,,213.9
Johnson,WA,Washington,46.6316,-117.1379,,,12.8
Alderton,WA,Washington,47.1718,-122.2192,,,208.1
Dusty,WA,Washington,46.8102,-117.6519,,,2
Tekoa,WA,Washington,47.2254,-117.074,808,808,273
Bay Center,WA,Washington,46.6211,-123.9533,,,205
La Center,WA,Washington,45.8585,-122.6752,3098,3144,548
Mazama,WA,Washington,48.5921,-120.404,,,2.8
Selleck,WA,Washington,47.3757,-121.8684,,,89.9
Amanda Park,WA,Washington,47.4532,-123.9194,,,93.2
Sequim,WA,Washington,48.0747,-123.0948,20330,6964,425
Sunnydale,WA,Washington,47.4632,-122.3337,,,2662.9
Van Zandt,WA,Washington,48.789,-122.1918,,,36.1
McDonald,WA,Washington,47.0713,-119.2156,,,20.1
Moclips,WA,Washington,47.2348,-124.2025,,,147.5
Ocean Park,WA,Washington,46.4961,-124.0443,,,162.8
West Valley,WA,Washington,46.5921,-120.6051,,,1455.1
Thompson Place,WA,Washington,47.0554,-122.7835,,,1959.9
Dungeness,WA,Washington,48.1468,-123.1232,,,221.4
Birch Bay,WA,Washington,48.923,-122.7543,,,475.2
Stratford,WA,Washington,47.4268,-119.2816,,,15.5
Ione,WA,Washington,48.7401,-117.4224,450,450,324
Tacoma,WA,Washington,47.2431,-122.4531,211277,211277,1640
Barberton,WA,Washington,45.7136,-122.6114,,,282.6
Yacolt,WA,Washington,45.8653,-122.4065,1690,1690,1304
Coulee Dam,WA,Washington,47.9688,-118.9759,1090,1090,585
Almota,WA,Washington,46.7029,-117.4694,,,3.9
Skamokawa,WA,Washington,46.2704,-123.4571,,,34.6
Woodinville,WA,Washington,47.7568,-122.1479,12000,12000,827
Swinomish Village,WA,Washington,48.4082,-122.5113,,,30.2
Methow,WA,Washington,48.1289,-120.0056,,,43.4
Bay View,WA,Washington,48.487,-122.4628,,,184.1
Newaukum,WA,Washington,47.2573,-122.1018,,,106.4
Meadow Glade,WA,Washington,45.7523,-122.5614,,,375.5
Disautel,WA,Washington,48.345,-119.2299,,,13.8
Copalis Crossing,WA,Washington,47.1079,-124.0693,,,34.6
Burley,WA,Washington,47.4167,-122.6376,,,153.2
Riverside,WA,Washington,48.5046,-119.5109,268,268,106
Ocean Shores,WA,Washington,46.9686,-124.1521,5463,5831,264
Bethel,WA,Washington,47.4874,-122.6176,,,738.3
South Hill,WA,Washington,47.1203,-122.2848,,,2183.6
Baring,WA,Washington,47.7661,-121.4803,,,122.6
Winona,WA,Washington,46.9457,-117.8005,,,9.3
Leadpoint,WA,Washington,48.9094,-117.5875,,,6.3
Brooklyn,WA,Washington,46.7762,-123.5099,,,12.8
Mansfield,WA,Washington,47.8118,-119.6384,334,334,421
Esperance,WA,Washington,47.7937,-122.3468,,,2544.1
Springdale,WA,Washington,48.0572,-117.7466,276,276,93
Okanogan,WA,Washington,48.3683,-119.5775,2561,2561,496
Cedar Mountain,WA,Washington,47.4482,-122.0732,,,41.6
Moses Lake,WA,Washington,47.1276,-119.2762,36662,22641,487
Littlerock,WA,Washington,46.9018,-123.0179,,,113.8
Trentwood,WA,Washington,47.6966,-117.2108,,,989.6
Mabton,WA,Washington,46.2115,-119.9937,2544,2295,1068
Klickitat,WA,Washington,45.818,-121.1626,,,99.3
Puyallup,WA,Washington,47.1794,-122.2901,40640,40640,1109
Cinebar,WA,Washington,46.6043,-122.5318,,,17.8
San de Fuca,WA,Washington,48.2351,-122.7232,,,125.8
Cathlamet,WA,Washington,46.2058,-123.3836,545,545,431
Richardson,WA,Washington,48.4515,-122.8988,,,20.7
Sumner,WA,Washington,47.219,-122.2337,9969,9969,512
Davenport,WA,Washington,47.6562,-118.1519,1688,1688,358
Cliffdell,WA,Washington,46.9214,-121.042,,,23.1
Fall City,WA,Washington,47.5717,-121.9134,,,150.2
Dockton,WA,Washington,47.3718,-122.4593,,,252.2
Conway,WA,Washington,48.3356,-122.3444,,,122.3
Marshall,WA,Washington,47.5649,-117.4994,,,186.8
Walla Walla,WA,Washington,46.0678,-118.3364,56509,32132,969
Canterwood,WA,Washington,47.3765,-122.6022,,,275
Lexington,WA,Washington,46.1873,-122.9054,,,1164.3
Country Homes,WA,Washington,47.7478,-117.4196,,,1113.3
Altoona,WA,Washington,46.2699,-123.6145,,,3.4
South Cle Elum,WA,Washington,47.1859,-120.9522,547,547,535
Waldron,WA,Washington,48.6876,-123.0369,,,7.8
Chesaw,WA,Washington,48.946,-119.0514,,,26.2
Sunnyslope,WA,Washington,47.5045,-122.729,,,523.8
Olympic View,WA,Washington,47.694,-122.7404,,,220.8
Hood,WA,Washington,45.7248,-121.5581,,,7.4
Elbe,WA,Washington,46.7653,-122.1946,,,136.4
Venice,WA,Washington,47.667,-122.5799,,,421.9
Cumberland,WA,Washington,47.2829,-121.9271,,,136.6
Ostrander,WA,Washington,46.1926,-122.8921,,,127
Cohassett Beach,WA,Washington,46.8655,-124.1053,,,386.7
Deming,WA,Washington,48.8381,-122.2313,,,52.9
Sekiu,WA,Washington,48.2637,-124.3012,,,88.6
Terrace Heights,WA,Washington,46.6022,-120.4474,,,529.5
Nemah,WA,Washington,46.512,-123.886,,,2.6
Neilton,WA,Washington,47.4031,-123.8782,,,16.7
Grays River,WA,Washington,46.3607,-123.5892,,,11.3
Ashford,WA,Washington,46.7537,-122.0113,,,37.1
Boistfort,WA,Washington,46.5351,-123.1337,,,22.6
Almira,WA,Washington,47.7105,-118.9369,267,267,198
Bothell,WA,Washington,47.774,-122.2039,44546,44546,1291
South Broadway,WA,Washington,46.5662,-120.5167,,,290.7
Edwall,WA,Washington,47.5046,-117.9511,,,54.2
Georgetown,WA,Washington,47.3576,-121.9737,,,12.4
Maryhill,WA,Washington,45.6928,-120.807,,,28.9
Huntsville,WA,Washington,46.2871,-118.1072,,,12.7
Greenbank,WA,Washington,48.0982,-122.5729,,,96.8
Murphys Corner,WA,Washington,47.8782,-122.2068,,,1343.5
Tokeland,WA,Washington,46.709,-123.9839,,,118.4
Felida,WA,Washington,45.7138,-122.7103,,,1377
Fairview,WA,Washington,47.6215,-122.6685,,,623.2
Tumwater,WA,Washington,46.9925,-122.9227,22538,22538,605
Uniontown,WA,Washington,46.539,-117.0862,333,333,138
Coupeville,WA,Washington,48.2172,-122.6778,1920,1920,599
River Road,WA,Washington,48.0677,-123.1276,,,502.2
Duvall,WA,Washington,47.7354,-121.9726,7701,7701,1214
Marcus,WA,Washington,48.6643,-118.06,187,187,325
Seattle Heights,WA,Washington,47.8104,-122.324,,,3537.2
Strandell,WA,Washington,48.9121,-122.3582,,,984.7
Key Center,WA,Washington,47.3376,-122.7506,,,98.2
Grand Mound,WA,Washington,46.8051,-123.0119,,,112.2
Taholah,WA,Washington,47.3283,-124.2728,,,600.2
Port Blakely,WA,Washington,47.5973,-122.5101,,,176.8
Malone,WA,Washington,46.9779,-123.3035,,,179.4
Boston Harbor,WA,Washington,47.1384,-122.901,,,526.9
Rainier,WA,Washington,46.8917,-122.6866,2011,2011,448
Menlo,WA,Washington,46.6215,-123.6471,,,53.3
Azwell,WA,Washington,47.9371,-119.8765,,,14
Glendale,WA,Washington,47.9395,-122.3585,,,43.4
Monroe,WA,Washington,47.8594,-121.9854,18408,18408,1175
Sawyer,WA,Washington,46.4565,-120.3614,,,27.2
Clarkston,WA,Washington,46.4154,-117.0501,7341,7341,1411
Spanaway,WA,Washington,47.0979,-122.4233,,,1279.8
Gig Harbor,WA,Washington,47.335,-122.5966,9110,9110,590
Big Lake,WA,Washington,48.3933,-122.2422,,,36.4
Smyrna,WA,Washington,46.8393,-119.6623,,,1.3
Carlton,WA,Washington,48.2482,-120.1162,,,24.6
Monitor,WA,Washington,47.4868,-120.4181,,,176.4
Des Moines,WA,Washington,47.3914,-122.3154,31172,31172,1853
Carlisle,WA,Washington,47.1548,-124.0985,,,2
Metaline Falls,WA,Washington,48.8616,-117.3707,242,242,436
Breidablick,WA,Washington,47.802,-122.6493,,,92
Snohomish,WA,Washington,47.9277,-122.0971,9915,9915,1106
Richland,WA,Washington,46.2828,-119.2939,54989,54989,546
Parkland,WA,Washington,47.1417,-122.4376,,,2215.1
Veradale,WA,Washington,47.6568,-117.1963,,,1727.4
Kummer,WA,Washington,47.2868,-122.0212,,,134.9
Woodland,WA,Washington,45.9147,-122.7503,6333,5952,568
Washougal,WA,Washington,45.5812,-122.3433,15466,15466,1092
Boyds,WA,Washington,48.7244,-118.1322,,,33.4
Bonney Lake,WA,Washington,47.1789,-122.1698,20310,20310,987
South Prairie,WA,Washington,47.1373,-122.094,435,435,433
Larimers Corner,WA,Washington,47.8918,-122.1446,,,72.4
Porter,WA,Washington,46.9489,-123.2736,,,32.5
Lisabeula,WA,Washington,47.4073,-122.5176,,,73
Saint John,WA,Washington,47.0912,-117.5883,558,558,335
Spokane Valley,WA,Washington,47.6625,-117.2345,96340,96340,986
Bellevue,WA,Washington,47.5953,-122.155,141400,141400,1630
Custer,WA,Washington,48.9143,-122.6397,,,128.4
Orcas,WA,Washington,48.5979,-122.9446,,,73.7
Diablo,WA,Washington,48.7135,-121.1412,,,30.7
Christopher,WA,Washington,47.334,-122.2321,,,11.5
Midvale Corner,WA,Washington,47.9926,-122.4176,,,75.9
Marysville,WA,Washington,48.0812,-122.1559,163547,67626,1261
Newcastle,WA,Washington,47.5304,-122.1633,11567,11567,1004
North Bend,WA,Washington,47.4899,-121.7741,6739,6739,594
Three Lakes,WA,Washington,47.942,-121.9924,,,110.4
Kendall,WA,Washington,48.9167,-122.1381,,,146.2
Kanaskat,WA,Washington,47.3204,-121.8937,,,112.1
Wilbur,WA,Washington,47.7579,-118.7144,835,835,229
Enumclaw,WA,Washington,47.2018,-121.9898,11654,11654,872
Nile,WA,Washington,46.8368,-120.9455,,,49.4
Alderwood Manor,WA,Washington,47.8145,-122.2676,,,636.6
Clarkston Heights,WA,Washington,46.3963,-117.0824,,,545.3
Pacific Beach,WA,Washington,47.215,-124.1967,,,157.8
Napavine,WA,Washington,46.5856,-122.9043,1868,1868,303
Hatton,WA,Washington,46.7736,-118.8276,100,100,103
Shelton,WA,Washington,47.2186,-123.1128,18981,9980,669
Chimacum,WA,Washington,48.0109,-122.7688,,,66.9
Naselle,WA,Washington,46.365,-123.8013,,,126.2
Grotto,WA,Washington,47.7362,-121.4234,,,45.9
Bellingham,WA,Washington,48.7534,-122.4683,123933,87574,1249
Castle Rock,WA,Washington,46.2717,-122.9056,2805,2212,428
Pine City,WA,Washington,47.2024,-117.5244,,,17
Nooksack,WA,Washington,48.9276,-122.3213,1525,1525,835
Elma,WA,Washington,47.007,-123.4049,3053,3053,623
Kenmore,WA,Washington,47.7531,-122.246,22357,22357,1400
Ellensburg,WA,Washington,47.001,-120.5491,22847,19786,1086
Belmont,WA,Washington,47.0879,-117.1624,,,1.1
DuPont,WA,Washington,47.1079,-122.6496,9497,9497,625
Long Beach,WA,Washington,46.3555,-124.0557,1389,1389,397
Seabeck,WA,Washington,47.6437,-122.8219,,,63.4
Granite Falls,WA,Washington,48.0874,-121.9705,6421,3525,621
Tonasket,WA,Washington,48.7087,-119.4431,1013,1013,487
Otis Orchards,WA,Washington,47.7005,-117.1063,,,588.9
Milton,WA,Washington,47.2522,-122.3153,7970,7970,1172
West Pasco,WA,Washington,46.2522,-119.1842,,,340.9
Badger,WA,Washington,46.2001,-119.3595,,,118.7
Lamont,WA,Washington,47.2003,-117.905,73,73,97
Ravensdale,WA,Washington,47.3563,-121.9692,,,359.3
Rollingbay,WA,Washington,47.6645,-122.5101,,,473
Rocky Point,WA,Washington,47.5877,-122.6665,,,856.8
Garrett,WA,Washington,46.0634,-118.3863,,,376.6
Grayland,WA,Washington,46.8304,-124.0898,,,282.6
Gilberton,WA,Washington,47.639,-122.6049,,,840.3
Withrow,WA,Washington,47.7049,-119.8087,,,39.9
Stanwood,WA,Washington,48.245,-122.3427,7073,7009,961
Sudden Valley,WA,Washington,48.7199,-122.3468,,,1380.3
Meridian,WA,Washington,47.6695,-122.3304,,,4501.6
Aberdeen Gardens,WA,Washington,47.0587,-123.7792,,,55.4
Possession,WA,Washington,47.9176,-122.3762,,,84.9
Benton City,WA,Washington,46.2624,-119.4814,4464,3276,520
Bickleton,WA,Washington,46.0056,-120.308,,,57.3
Elmer City,WA,Washington,48,-118.9528,239,239,441
Doty,WA,Washington,46.6345,-123.2776,,,227.3
East Wenatchee,WA,Washington,47.4172,-120.2809,13968,13968,1418
Newman Lake,WA,Washington,47.7768,-117.0949,,,44
Freeland,WA,Washington,48.0185,-122.5358,,,251.7
Indianola,WA,Washington,47.7566,-122.5143,,,610.3
Cowiche,WA,Washington,46.6729,-120.7154,,,345.9
Husum,WA,Washington,45.7993,-121.487,,,79.2
Pataha,WA,Washington,46.4732,-117.5366,,,53.2
Lamona,WA,Washington,47.3593,-118.4825,,,2.9
Skokomish,WA,Washington,47.3298,-123.1579,,,152.4
Vaughn,WA,Washington,47.355,-122.7773,,,81.9
Ruby,WA,Washington,48.5221,-117.2991,,,9.9
Bryant,WA,Washington,48.24,-122.1638,,,102.9
Coalfield,WA,Washington,47.5026,-122.1218,,,165.6
Swede Heaven,WA,Washington,48.2826,-121.7133,,,36.7
Spokane,WA,Washington,47.6671,-117.433,400936,215973,1213
Brady,WA,Washington,47.0064,-123.5321,,,65.4
Spring Glen,WA,Washington,47.5612,-121.8615,,,183.2
Hoodsport,WA,Washington,47.402,-123.1542,,,387.7
Leavenworth,WA,Washington,47.5943,-120.6633,3330,1994,627
Tanglewilde,WA,Washington,47.0511,-122.781,,,1848.3
Bow,WA,Washington,48.5618,-122.3982,,,142.7
Carlsborg,WA,Washington,48.0842,-123.1697,,,370.3
North Lynnwood,WA,Washington,47.8534,-122.2762,,,2462
Cedar Falls,WA,Washington,47.4254,-121.7768,,,8.7
Chelan,WA,Washington,47.8414,-120.026,6023,4108,249
Wilson Creek,WA,Washington,47.4229,-119.1176,210,210,84
Latah,WA,Washington,47.282,-117.1554,187,187,234
Brownsville,WA,Washington,47.6557,-122.6165,,,629
Amber,WA,Washington,47.3518,-117.7116,,,1.8
Zenith,WA,Washington,47.3865,-122.3232,,,2316.8
Goodnoe Hills,WA,Washington,45.7512,-120.4803,,,1.7
Camas,WA,Washington,45.6006,-122.4301,22449,22449,630
Olalla,WA,Washington,47.4293,-122.5457,,,129.2
Basin City,WA,Washington,46.589,-119.1567,,,267.3
Blaine,WA,Washington,48.9839,-122.7406,5164,5164,354
Oroville,WA,Washington,48.9421,-119.4293,1677,1677,394
Orchards,WA,Washington,45.6888,-122.5305,,,744.8
Union Gap,WA,Washington,46.5569,-120.4937,6110,6110,466
Mead,WA,Washington,47.7795,-117.35,,,710.9
Manzanita,WA,Washington,47.6762,-122.5596,,,251.3
Pasco,WA,Washington,46.2499,-119.1271,70579,70579,843
Touchet,WA,Washington,46.0411,-118.6724,,,386.5
Pe Ell,WA,Washington,46.5712,-123.2981,643,643,419
Sappho,WA,Washington,48.0701,-124.2794,,,10.6
Hunters,WA,Washington,48.1168,-118.2019,,,88.3
Gleed,WA,Washington,46.6594,-120.6025,,,160.7
Fairfield,WA,Washington,47.3848,-117.1748,605,605,380
Torboy,WA,Washington,48.6772,-118.6689,,,33.9
Cashmere,WA,Washington,47.5174,-120.4669,4878,3162,1096
Willapa,WA,Washington,46.6755,-123.6648,,,66
Issaquah,WA,Washington,47.5414,-122.0436,37322,37322,1263
Toppenish,WA,Washington,46.3807,-120.3125,14550,8973,1643
Finley,WA,Washington,46.1697,-119.0446,,,240.7
Darrington,WA,Washington,48.2542,-121.6029,1385,1385,323
Picnic Point,WA,Washington,47.8744,-122.3077,,,420.1
Aeneas,WA,Washington,48.5474,-118.9786,,,9.7
Cedarhurst,WA,Washington,47.482,-122.4793,,,101
Four Lakes,WA,Washington,47.5582,-117.5891,,,181.6
Dayton,WA,Washington,46.3171,-117.9768,2576,2427,657
Port Madison,WA,Washington,47.7026,-122.5243,,,439.8
Orting,WA,Washington,47.0967,-122.2113,7693,7693,1088
Wheeler,WA,Washington,47.1307,-119.172,,,37.2
Fircrest,WA,Washington,47.2308,-122.5157,6780,6780,1661
Lebam,WA,Washington,46.5641,-123.551,,,38
Marrowstone,WA,Washington,48.0568,-122.6933,,,72.6
North Puyallup,WA,Washington,47.2015,-122.2744,,,667.2
Five Corners,WA,Washington,45.6882,-122.574,,,2103.2
Graham,WA,Washington,47.0407,-122.2757,,,261.1
Longview Heights,WA,Washington,46.1797,-122.9578,,,362.3
Hobart,WA,Washington,47.412,-121.996,,,142.8
Point Roberts,WA,Washington,48.9883,-123.0576,,,64.2
Town and Country,WA,Washington,47.7259,-117.4221,,,1502.5
Lake Hills,WA,Washington,47.6134,-122.1215,,,2082
Rosedale,WA,Washington,47.3453,-122.6376,,,554.8
Irondale,WA,Washington,48.042,-122.7727,,,469.3
Dishman,WA,Washington,47.6568,-117.2833,,,1055.2
Bayview,WA,Washington,47.2795,-122.6057,,,315.1
Conconully,WA,Washington,48.5575,-119.7513,213,213,268
Entiat,WA,Washington,47.6781,-120.2171,1208,1208,220
Lochsloy,WA,Washington,48.0597,-122.0411,,,489.9
Brinnon,WA,Washington,47.6688,-122.925,,,78.1
Seahurst,WA,Washington,47.4693,-122.3621,,,1330.3
Dixie,WA,Washington,46.1392,-118.148,,,155.6
Eastgate,WA,Washington,47.5727,-122.1458,,,1777
Blockhouse,WA,Washington,45.8396,-120.9376,,,16.6
Buena,WA,Washington,46.4299,-120.3176,,,744.7
Grapeview,WA,Washington,47.3316,-122.8413,,,101.5
Startup,WA,Washington,47.8671,-121.7491,,,245.1
Hayford,WA,Washington,47.6063,-117.5638,,,37.6
Westport,WA,Washington,46.8919,-124.112,2035,2035,213
Southworth,WA,Washington,47.5126,-122.5298,,,363
Twisp,WA,Washington,48.3615,-120.1165,952,952,310
Milan,WA,Washington,47.9668,-117.3316,,,37.8
Ritzville,WA,Washington,47.1259,-118.3821,1626,1626,368
Lake Goodwin,WA,Washington,48.1388,-122.2804,,,328.3
McMurray,WA,Washington,48.3162,-122.2354,,,77.5
Portage,WA,Washington,47.4073,-122.4376,,,185.3
Lake Bosworth,WA,Washington,48.0532,-121.9812,,,204.9
Fords Prairie,WA,Washington,46.7461,-123.0028,,,675.7
Carson,WA,Washington,45.7353,-121.8219,,,315.1
Mount Vista,WA,Washington,45.7373,-122.6315,,,250.7
Vancouver,WA,Washington,45.6352,-122.5972,174826,174826,1440
Chelan Falls,WA,Washington,47.7995,-119.9883,,,334.4
Espanola,WA,Washington,47.6032,-117.7416,,,19.2
Battle Ground,WA,Washington,45.7763,-122.5415,20110,20110,921
Summitview,WA,Washington,46.598,-120.6514,,,185.2
Geneva,WA,Washington,48.7462,-122.4063,,,1072.1
Queets,WA,Washington,47.5314,-124.3386,,,159.7
Wollochet,WA,Washington,47.2827,-122.5769,,,349.2
College Place,WA,Washington,46.043,-118.3869,9142,9142,1319
Garfield,WA,Washington,47.0099,-117.1395,611,611,269
Ruff,WA,Washington,47.1696,-118.9983,,,20
Bell Hill,WA,Washington,48.055,-123.087,,,102.2
Glenwood,WA,Washington,46.0228,-121.2926,,,85.3
Riverbend,WA,Washington,47.4651,-121.7491,,,478.1
Samish,WA,Washington,48.6109,-122.4357,,,11.1
Trout Lake,WA,Washington,45.9976,-121.5291,,,127.2
Mount Vernon,WA,Washington,48.4203,-122.3114,68613,34590,1093
Ferndale,WA,Washington,48.8525,-122.5893,13403,13403,736
Hansville,WA,Washington,47.8978,-122.5579,,,272.5
Wickersham,WA,Washington,48.6551,-122.2129,,,109.4
White Salmon,WA,Washington,45.7284,-121.4853,2473,2473,770
Oysterville,WA,Washington,46.549,-124.0282,,,33.8
Aberdeen,WA,Washington,46.9768,-123.8083,28863,16334,592
Melbourne,WA,Washington,46.9454,-123.626,,,20.7
Plymouth,WA,Washington,45.9346,-119.3503,,,238.7
Winlock,WA,Washington,46.4907,-122.9342,1337,1337,400
Satsop,WA,Washington,47.0223,-123.4737,,,147.1
Merritt,WA,Washington,47.781,-120.8432,,,12
Peshastin,WA,Washington,47.5707,-120.604,,,632.9
Marble,WA,Washington,48.8491,-117.9017,,,43.4
South Snohomish,WA,Washington,47.899,-122.109,,,5.4
Richmond Highlands,WA,Washington,47.7612,-122.3462,,,1912.4
Goldendale,WA,Washington,45.8214,-120.8191,3369,3449,527
Nisqually,WA,Washington,47.0565,-122.7012,,,341.3
Tillicum,WA,Washington,47.1234,-122.5571,,,1111.9
Anatone,WA,Washington,46.1349,-117.1324,,,31.1
Tulalip,WA,Washington,48.0684,-122.2918,,,434.1
Orient,WA,Washington,48.8637,-118.2059,,,109.1
Dieringer,WA,Washington,47.2407,-122.2251,,,2.8
Frederickson,WA,Washington,47.0914,-122.3594,,,127.9
Keller,WA,Washington,48.0851,-118.7162,,,28.9
Marblemount,WA,Washington,48.5379,-121.4346,,,34.5
Turner,WA,Washington,46.4124,-117.8547,,,13.1
Everett,WA,Washington,47.9524,-122.1672,109043,109043,1271
Burien,WA,Washington,47.4761,-122.3393,50997,50997,1958
Riner,VA,Virginia,37.0675,-80.4405,,,263.7
Powhatan,VA,Virginia,37.5427,-77.9267,,,88.9
Natural Bridge,VA,Virginia,37.6301,-79.5431,,,12
Chamberlayne Heights,VA,Virginia,37.6274,-77.4322,,,661
Manassas Park,VA,Virginia,38.7717,-77.4448,15915,15915,2420
McClure,VA,Virginia,37.1026,-82.3763,,,70.1
Brownsburg,VA,Virginia,37.9285,-79.3192,,,45.6
Burgess,VA,Virginia,37.8832,-76.3477,,,24.8
Lake Barcroft,VA,Virginia,38.8514,-77.1579,,,1093.7
Clover,VA,Virginia,36.839,-78.7284,,,86.6
Columbia,VA,Virginia,37.7533,-78.1638,80,80,159
Verona,VA,Virginia,38.1939,-79.0087,,,764
Fairfax,VA,Virginia,38.8531,-77.2998,24164,24164,1495
Falmouth,VA,Virginia,38.3319,-77.4655,,,436.2
Scottsburg,VA,Virginia,36.7588,-78.7914,131,131,68
Ashburn,VA,Virginia,39.0302,-77.4712,,,1456.5
Big Stone Gap,VA,Virginia,36.8615,-82.7774,7885,5372,424
Gwynn,VA,Virginia,37.4984,-76.2883,,,119
Jewell Valley,VA,Virginia,37.2473,-81.8015,,,3.3
Waynesboro,VA,Virginia,38.0673,-78.9012,21887,21887,562
University Heights,VA,Virginia,38.041,-78.5222,,,810.7
Batesville,VA,Virginia,37.9957,-78.7222,,,75
Whitetop,VA,Virginia,36.6015,-81.6257,,,29.8
Nellysford,VA,Virginia,37.913,-78.8828,,,52.1
Montrose,VA,Virginia,37.5199,-77.3771,,,1147
Lexington,VA,Virginia,37.7825,-79.444,8765,7045,1089
Clinchco,VA,Virginia,37.1598,-82.3564,312,312,42
Dante,VA,Virginia,36.9791,-82.2961,,,175.6
Ivor,VA,Virginia,36.9052,-76.8978,327,327,115
Montross,VA,Virginia,38.0941,-76.8229,389,389,145
Wintergreen,VA,Virginia,37.9161,-78.9382,,,30.9
Vesta,VA,Virginia,36.7168,-80.3578,,,26.2
Henry,VA,Virginia,36.8293,-79.9917,,,48.8
Jonesville,VA,Virginia,36.6871,-83.1152,956,956,335
Evington,VA,Virginia,37.2338,-79.2895,,,72.5
Duffield,VA,Virginia,36.7196,-82.7962,85,85,53
McKenney,VA,Virginia,36.9853,-77.7219,482,482,200
Fancy Gap,VA,Virginia,36.6771,-80.6997,,,19.5
Goshen,VA,Virginia,37.9906,-79.5071,354,354,80
Onley,VA,Virginia,37.6917,-75.7182,513,513,243
Exmore,VA,Virginia,37.5295,-75.8283,1442,1442,213
